,word,count
3089,creepy,44
3090,creole,1
3091,crepe,5
3092,crescendo,1
3093,crest,2
3094,crew,40
3095,crib,12
3096,cricket,19
3097,cricketer,1
3098,cricketing,1
3099,crickey,1
3100,cried,80
3101,crime,18
3102,criminal,3
3103,criminally,1
3104,criminology,1
3105,crimping,1
3106,crimson,2
3107,cringe,4
3108,cringing,2
3109,crinkle,1
3110,cripple,2
3111,crisis,8
3112,crisp,15
3113,crispy,2
3114,criss,1
3115,criteria,1
3116,critic,3
3117,critical,4
3118,criticism,4
3119,critique,2
3120,croc,2
3121,crochet,2
3122,crock,3
3123,crocker,1
3124,crocodile,2
3125,crook,5
3126,crooked,1
3127,crop,7
3128,cross,42
3129,crossed,62
3130,crossing,14
3131,crossover,2
3132,crossroads,1
3133,crossword,1
3134,crotch,6
3135,crouch,2
3136,crow,6
3137,crowd,38
3138,crowded,5
3139,crown,14
3140,crowned,1
3141,croydon,2
3142,cruces,1
3143,crucial,3
3144,crucifix,1
3145,crude,1
3146,cruel,24
3147,cruelty,1
3148,cruise,24
3149,cruiser,3
3150,crumb,3
3151,crumble,3
3152,crumbly,1
3153,crummy,5
3154,crumpet,4
3155,crumpled,1
3156,crunch,12
3157,crunching,2
3158,crunchy,5
3159,crunk,3
3160,crush,37
3161,crushed,11
3162,crushing,2
3163,crusie,1
3164,crust,1
3165,crusty,3
3166,crutch,6
3167,cry,297
3168,crybaby,2
3169,crying,142
3170,cryptic,3
3171,crystal,22
3172,cub,12
3173,cubby,2
3174,cubbyhouse,1
3175,cube,8
3176,cubicle,4
3177,cucumber,11
3178,cud,19
3179,cuddle,36
3180,cuddly,6
3181,cue,2
3182,cuisine,2
3183,culinary,3
3184,cull,1
3185,culpa,1
3186,culprit,1
3187,cult,8
3188,cultivate,2
3189,cultural,9
3190,culturally,1
3191,culture,21
3192,cultured,1
3193,culver,1
3194,cum,15
3195,cumbersome,2
3196,cumin,2
3197,cunning,3
3198,cup,94
3199,cupboard,8
3200,cupcake,51
3201,cupped,1
3202,cupping,1
3203,curb,3
3204,curbing,1
3205,cure,27
3206,curfew,2
3207,curiosity,4
3208,curioso,1
3209,curious,58
3210,curl,20
3211,curled,5
3212,curling,2
3213,curly,12
3214,currant,1
3215,currency,3
3216,current,61
3217,currently,77
3218,curry,19
3219,curse,22
3220,cursed,5
3221,cursive,1
3222,curt,1
3223,curtain,3
3224,curtesy,1
3225,curve,15
3226,curvy,1
3227,cushion,4
3228,cuspidor,1
3229,cuss,3
3230,custard,5
3231,custody,1
3232,custom,45
3233,customer,38
3234,customs,3
3235,cut,188
3236,cutback,1
3237,cute,581
3238,cuteness,2
3239,cutie,27
3240,cutler,1
3241,cutoff,2
3242,cutout,1
3243,cutter,3
3244,cutting,31
3245,cutty,1
3246,cyanide,2
3247,cycle,24
3248,cyclical,1
3249,cycling,10
3250,cyclone,2
3251,cydonium,1
3252,cylinder,1
3253,cynic,3
3254,cynical,1
3255,cynicism,1
3256,cypress,1
3257,cyrus,30
3258,czar,2
3259,d,23
3260,da,169
3261,dab,1
3262,dabber,1
3263,dachshund,1
3264,dad,272
3265,dada,2
3266,daddy,67
3267,dae,1
3268,daemon,1
3269,daffy,1
3270,daft,6
3271,dag,3
3272,dagger,4
3273,daggy,1
3274,dah,6
3275,daily,57
3276,dainty,2
3277,dairy,9
3278,daisy,17
3279,dale,7
3280,dali,5
3281,dam,25
3282,damage,20
3283,damages,2
3284,dame,3
3285,damn,571
3286,damnable,1
3287,damnation,1
3288,damned,18
3289,damp,4
3290,dampen,3
3291,dampener,1
3292,damper,4
3293,dan,35
3294,dance,194
3295,dancer,16
3296,dancing,86
3297,dand,1
3298,dandelion,2
3299,dandy,5
3300,dang,81
3301,danger,13
3302,dangerous,18
3303,dank,13
3304,dap,1
3305,dar,9
3306,dare,37
3307,daredevil,1
3308,dari,4
3309,daring,1
3310,dark,101
3311,darken,1
3312,darkly,1
3313,darkness,10
3314,darling,63
3315,darn,67
3316,darned,1
3317,darnel,1
3318,darts,1
3319,das,13
3320,dash,8
3321,dashboard,3
3322,dashed,1
3323,dashing,1
3324,data,39
3325,date,206
3326,dateless,1
3327,dating,31
3328,daughter,96
3329,dauphine,1
3330,davy,3
3331,daw,6
3332,dawn,19
3333,day,3358
3334,daydream,6
3335,daylight,7
3336,days,842
3337,daytime,4
3338,daze,1
3339,dazzle,1
3340,de,85
3341,deacon,1
3342,deactivate,1
3343,dead,184
3344,deadline,19
3345,deadly,5
3346,deadman,1
3347,deaf,10
3348,deal,148
3349,dealer,10
3350,dealership,1
3351,dealing,23
3352,dealt,2
3353,dean,27
3354,dear,258
3355,dearie,3
3356,dearly,3
3357,dearth,1
3358,deary,4
3359,death,78
3360,deathbed,1
3361,deathly,2
3362,deathtrap,1
3363,deb,4
3364,debate,14
3365,debater,1
3366,debating,8
3367,debauchery,1
3368,debit,1
3369,debrief,2
3370,debris,1
3371,debt,4
3372,debut,10
3373,debutante,1
3374,decad,6
3375,decade,1
3376,decadent,4
3377,decant,1
3378,decay,1
3379,deceiving,3
3380,decency,1
3381,decent,48
3382,deceptive,1
3383,decide,61
3384,decided,106
3385,decidedly,2
3386,decipher,4
3387,decision,44
3388,decisive,2
3389,decisively,1
3390,deck,30
3391,declaration,1
3392,declare,1
3393,declared,3
3394,decline,5
3395,declined,4
3396,decode,2
3397,decompression,1
3398,decorate,2
3399,decorated,1
3400,decoration,4
3401,decorator,1
3402,decoy,1
3403,decreasing,1
3404,dedicate,6
3405,dedication,7
3406,deduct,3
3407,deductible,3
3408,dee,13
3409,deed,10
3410,deem,3
3411,deep,71
3412,deeply,12
3413,deer,12
3414,deerhound,1
3415,deface,1
3416,default,16
3417,defeat,10
3418,defect,1
3419,defective,1
3420,defend,10
3421,defender,1
3422,defense,8
3423,defensive,1
3424,deferment,2
3425,defiance,2
3426,defiantly,2
3427,deficient,1
3428,deficit,1
3429,define,7
3430,defined,3
3431,definite,7
3432,definitely,326
3433,definition,17
3434,definitive,1
3435,definitively,1
3436,deflection,1
3437,deft,1
3438,defunct,2
3439,defy,3
3440,deg,6
3441,degrading,1
3442,degree,59
3443,dehydration,1
3444,deity,1
3445,dejected,1
3446,delay,66
3447,delaying,4
3448,dele,1
3449,delectable,1
3450,delegate,2
3451,delete,45
3452,deliberate,1
3453,deliberately,1
3454,delicate,1
3455,delicious,78
3456,delight,6
3457,delighted,3
3458,delightful,7
3459,delirious,4
3460,deliriously,1
3461,deliver,24
3462,deliverance,1
3463,delivery,22
3464,dell,12
3465,delta,3
3466,delusional,1
3467,deluxe,4
3468,demand,33
3469,demanding,1
3470,demented,1
3471,demi,44
3472,demise,1
3473,democracy,5
3474,democrat,5
3475,democratic,3
3476,demographic,3
3477,demolish,1
3478,demon,15
3479,demonic,1
3480,demonstration,1
3481,demonstrator,1
3482,demos,1
3483,den,18
3484,denial,6
3485,denim,6
3486,denote,1
3487,dense,5
3488,densely,1
3489,dent,8
3490,dental,8
3491,dentist,36
3492,dentistry,2
3493,deny,14
3494,deodorant,1
3495,depart,3
3496,departed,4
3497,department,7
3498,departmental,1
3499,departure,1
3500,depend,64
3501,dependent,3
3502,depending,17
3503,deploy,5
3504,deployment,2
3505,deposit,5
3506,depot,3
3507,depress,1
3508,depressed,59
3509,depressing,69
3510,depressingly,1
3511,depression,9
3512,depressive,1
3513,deprivation,1
3514,deprive,1
3515,depth,6
3516,deputy,1
3517,derail,3
3518,derby,10
3519,dere,7
3520,derision,1
3521,derive,1
3522,dermal,1
3523,derogatory,1
3524,derry,1
3525,descend,1
3526,descendant,2
3527,descent,3
3528,describe,14
3529,descript,1
3530,description,14
3531,descriptive,4
3532,desert,19
3533,deserted,1
3534,deserve,100
3535,deserved,37
3536,deserving,1
3537,desi,4
3538,design,103
3539,designed,11
3540,designer,22
3541,designing,9
3542,desirable,1
3543,desire,19
3544,desired,4
3545,desk,50
3546,desolate,1
3547,despair,3
3548,desperate,22
3549,desperately,12
3550,desperation,4
3551,despise,1
3552,despite,21
3553,despotic,1
3554,dessa,1
3555,dessert,14
3556,destination,10
3557,destiny,8
3558,destroy,28
3559,destruction,3
3560,destructive,2
3561,destructor,1
3562,detach,1
3563,detached,1
3564,detachment,1
3565,detail,77
3566,detailed,6
3567,detect,6
3568,detection,1
3569,detective,5
3570,detention,4
3571,deter,1
3572,determination,3
3573,determine,5
3574,determined,18
3575,determinism,1
3576,detest,1
3577,detestable,1
3578,detour,3
3579,detract,1
3580,deuce,1
3581,dev,19
3582,devast,5
3583,devastating,1
3584,develop,36
3585,developer,7
3586,development,22
3587,devest,2
3588,deviant,1
3589,deviation,1
3590,device,14
3591,devil,26
3592,deviled,1
3593,devilish,1
3594,devious,4
3595,devoid,2
3596,devote,2
3597,devoted,2
3598,devotion,2
3599,devour,2
3600,devourer,1
3601,dew,10
3602,dewan,1
3603,dexter,7
3604,dey,9
3605,dha,1
3606,dharma,2
3607,di,35
3608,diabetes,9
3609,diabetic,4
3610,diabolical,1
3611,diagnosis,1
3612,diagonal,1
3613,diagonally,1
3614,diagram,3
3615,dial,6
3616,dialect,1
3617,dialing,1
3618,dialogue,4
3619,dialysis,1
3620,diamond,11
3621,dian,3
3622,diaper,14
3623,diarrhea,1
3624,diary,13
3625,dibs,3
3626,dice,13
3627,dich,2
3628,dichotomy,1
3629,dick,32
3630,dictator,2
3631,dictionary,8
3632,did,1
3633,diddle,1
3634,diddy,3
3635,didnt,482
3636,die,362
3637,diem,1
3638,diesel,3
3639,diet,62
3640,differ,9
3641,difference,61
3642,different,182
3643,differentiate,1
3644,differently,8
3645,difficult,58
3646,difficulty,4
3647,dig,35
3648,digger,1
3649,digging,12
3650,digit,4
3651,digital,21
3652,digitally,3
3653,digitize,2
3654,dignified,1
3655,dignity,2
3656,digs,2
3657,dike,1
3658,dilated,3
3659,dildo,2
3660,dilemma,11
3661,dill,3
3662,dim,5
3663,dime,4
3664,dimension,1
3665,dimensional,1
3666,dimple,6
3667,din,39
3668,dine,2
3669,diner,9
3670,dinero,1
3671,ding,17
3672,dinghy,1
3673,dingo,1
3674,dining,6
3675,dink,1
3676,dinner,214
3677,dinnertime,2
3678,dinnerware,1
3679,dinosaur,7
3680,dint,9
3681,dip,10
3682,diploma,5
3683,diplomatic,3
3684,dipped,3
3685,dipping,3
3686,dire,6
3687,direct,95
3688,directed,8
3689,direction,18
3690,directly,15
3691,director,11
3692,directorate,1
3693,directory,4
3694,dirge,1
3695,dirigible,1
3696,dirk,1
3697,dirt,11
3698,dirty,47
3699,dis,32
3700,disability,2
3701,disabled,8
3702,disadvantage,2
3703,disagree,14
3704,disagreed,1
3705,disagreement,1
3706,disappear,49
3707,disappearance,1
3708,disappearing,5
3709,disappoint,12
3710,disappointed,94
3711,disappointing,27
3712,disappointingly,1
3713,disappointment,15
3714,disaster,13
3715,disastrous,2
3716,disband,1
3717,disbelief,3
3718,disc,17
3719,discard,2
3720,discern,1
3721,discernible,1
3722,discipline,4
3723,disclaim,1
3724,disclaimer,2
3725,disclose,3
3726,disclosure,1
3727,discomfort,2
3728,discomfortable,1
3729,disconnect,4
3730,disconnected,18
3731,discount,24
3732,discourage,2
3733,discouraging,2
3734,discourse,1
3735,discover,11
3736,discovered,20
3737,discovery,10
3738,discredit,1
3739,discreet,1
3740,discreetly,1
3741,discretely,1
3742,discretion,1
3743,discretionary,1
3744,discriminating,1
3745,discrimination,4
3746,discuss,38
3747,discussion,15
3748,discussional,1
3749,disdain,1
3750,disease,16
3751,diseased,2
3752,disembark,1
3753,disgrace,1
3754,disgraceful,1
3755,disguise,3
3756,disguised,2
3757,disgust,1
3758,disgusted,4
3759,disgusting,23
3760,disgustingly,1
3761,dish,35
3762,disheartening,2
3763,dishonest,1
3764,dishwasher,8
3765,dishwashing,1
3766,dishwater,1
3767,disinfect,1
3768,disk,10
3769,dislike,33
3770,disliking,1
3771,dislocated,1
3772,dismal,4
3773,dismay,1
3774,dismiss,3
3775,disorder,6
3776,disown,2
3777,dispensable,1
3778,dispenser,1
3779,display,33
3780,displayed,1
3781,displease,1
3782,displeasure,1
3783,disposable,2
3784,disposal,1
3785,dispose,2
3786,disposition,1
3787,disrespect,6
3788,disrespectful,2
3789,disrupt,4
3790,disruption,1
3791,disruptive,1
3792,diss,10
3793,dissect,1
3794,dissecting,1
3795,disseminate,1
3796,dissent,1
3797,dissertation,2
3798,dissimilar,1
3799,dissipate,1
3800,dissonant,1
3801,distance,24
3802,distant,5
3803,distill,1
3804,distilled,1
3805,distillery,2
3806,distinct,5
3807,distinction,1
3808,distinguishing,1
3809,distorted,2
3810,distortion,1
3811,distract,27
3812,distracted,24
3813,distraction,9
3814,distraught,6
3815,distress,2
3816,distressed,4
3817,distressing,1
3818,distribute,1
3819,distributed,1
3820,distribution,2
3821,distributor,1
3822,district,5
3823,disturb,3
3824,disturbed,4
3825,disturbing,14
3826,dit,1
3827,dita,2
3828,ditch,18
3829,ditcher,1
3830,dither,1
3831,ditto,25
3832,div,6
3833,diva,10
3834,dive,5
3835,diver,1
3836,diverse,1
3837,diversified,1
3838,diversion,1
3839,diversity,33
3840,divert,1
3841,divide,3
3842,divided,2
3843,dividend,13
3844,divider,2
3845,divine,10
3846,diviner,1
3847,diving,3
3848,divinyl,1
3849,division,3
3850,divorce,19
3851,divulge,1
3852,dixie,4
3853,dizziness,1
3854,dizzy,12
3855,doable,2
3856,doby,1
3857,doc,44
3858,dock,8
3859,doctor,81
3860,document,15
3861,documentary,8
3862,documentation,1
3863,doddy,1
3864,dodge,1
3865,dodger,14
3866,dodgy,13
3867,dodo,1
3868,doe,4
3869,doer,1
3870,doesnt,161
3871,dog,228
3872,dogfight,1
3873,dogged,1
3874,doggy,13
3875,doghouse,1
3876,dogma,1
3877,dogs,81
3878,doke,1
3879,doll,64
3880,dollar,51
3881,dollface,6
3882,dollhouse,5
3883,dolly,4
3884,dolor,1
3885,dolphin,4
3886,dom,6
3887,domain,17
3888,dome,6
3889,domestic,7
3890,dominance,1
3891,dominate,2
3892,dominated,1
3893,domination,3
3894,dominion,3
3895,domino,3
3896,don,1
3897,donate,12
3898,donated,4
3899,donation,8
3900,done,713
3901,donee,1
3902,dong,16
3903,donkey,6
3904,donna,2
3905,donor,4
3906,dont,1243
3907,doodle,5
3908,dool,1
3909,doom,11
3910,dooms,1
3911,doomsday,1
3912,doon,1
3913,door,110
3914,doorbell,2
3915,doorknob,1
3916,doorstep,2
3917,doorway,1
3918,dope,29
3919,dopey,1
3920,dor,1
3921,dorm,3
3922,dormant,1
3923,dory,1
3924,dos,4
3925,dose,12
3926,dot,23
3927,dotty,2
3928,double,90
3929,doubling,2
3930,doubly,1
3931,doubt,117
3932,doubtful,5
3933,doubting,4
3934,douche,11
3935,dough,7
3936,doughnut,12
3937,doughy,1
3938,dour,1
3939,douse,1
3940,dove,6
3941,dover,5
3942,dovetail,2
3943,dovetailed,1
3944,dow,1
3945,down,9
3946,downer,6
3947,downfall,4
3948,downgrade,1
3949,downhill,2
3950,downpour,3
3951,downright,1
3952,downside,18
3953,downstairs,15
3954,downtown,29
3955,downturn,2
3956,doze,3
3957,dozed,1
3958,dozen,11
3959,drab,1
3960,drabble,1
3961,draft,5
3962,drafting,1
3963,drag,51
3964,dragged,7
3965,dragging,8
3966,dragon,13
3967,dragonfly,2
3968,drain,17
3969,drained,6
3970,drake,15
3971,drama,56
3972,dramatic,13
3973,dramatically,2
3974,drank,24
3975,draper,1
3976,drastic,2
3977,drastically,1
3978,drat,2
3979,draw,30
3980,drawback,1
3981,drawer,3
3982,drawers,6
3983,drawing,30
3984,drawn,4
3985,dread,24
3986,dreadful,8
3987,dreadfully,2
3988,dream,334
3989,dreamer,7
3990,dreamland,1
3991,dreamt,3
3992,dreamworld,1
3993,dreamy,4
3994,dreary,5
3995,dress,126
3996,dressed,32
3997,dresser,3
3998,dressing,12
3999,dressy,1
4000,drew,21
4001,dribble,2
4002,dried,8
4003,drift,7
4004,drifting,3
4005,drill,9
4006,drilling,1
4007,drink,278
4008,drinker,5
4009,drinking,95
4010,drip,2
4011,dripping,4
4012,drive,239
4013,drivel,1
4014,driven,13
4015,driver,43
4016,driveway,6
4017,driving,106
4018,drizzle,4
4019,droll,3
4020,drone,3
4021,drool,16
4022,droop,1
4023,droopy,1
4024,drop,167
4025,dropout,1
4026,dropper,1
4027,dropping,20
4028,dropsy,2
4029,drought,3
4030,drove,29
4031,drown,23
4032,drowsy,2
4033,drug,27
4034,druid,2
4035,drum,26
4036,drumbeat,1
4037,drummer,10
4038,drumming,6
4039,drumstick,2
4040,drunk,114
4041,drunkard,1
4042,drunken,13
4043,drunkenly,1
4044,drupal,2
4045,dry,46
4046,drying,3
4047,dryly,1
4048,dryness,1
4049,dual,3
4050,dub,3
4051,dubious,2
4052,duchess,1
4053,duck,34
4054,duckie,2
4055,ducking,1
4056,duckling,2
4057,duct,3
4058,dud,2
4059,dude,439
4060,due,131
4061,duel,2
4062,duet,5
4063,duff,3
4064,dug,5
4065,dugout,1
4066,duke,4
4067,dulcet,1
4068,dull,25
4069,dullard,1
4070,duly,2
4071,duma,1
4072,dumb,80
4073,dumbledore,1
4074,dummy,8
4075,dump,19
4076,dumper,1
4077,dumping,4
4078,dumpling,3
4079,dumpy,1
4080,dun,36
4081,dunce,1
4082,dune,3
4083,dung,1
4084,dungeon,2
4085,dunk,11
4086,dunt,3
4087,duo,3
4088,dupe,2
4089,duper,3
4090,duplicate,2
4091,duplication,3
4092,durable,1
4093,duration,2
4094,duress,1
4095,durian,3
4096,dust,20
4097,duster,3
4098,dusting,1
4099,dutch,19
4100,dutifully,1
4101,duty,28
4102,duvet,5
4103,dwarf,6
4104,dweller,1
4105,dwelling,2
4106,dye,7
4107,dyeing,2
4108,dyer,3
4109,dying,60
4110,dynamic,2
4111,dynamics,1
4112,dynamite,2
4113,dynamo,1
4114,dyslexia,2
4115,e,157
4116,ea,10
4117,eager,11
4118,eagerly,5
4119,eagle,6
4120,ean,1
4121,ear,96
4122,earache,5
4123,earhole,1
4124,earl,11
4125,early,437
4126,earn,36
4127,earnings,1
4128,earphone,5
4129,earplug,2
4130,earring,2
4131,earth,51
4132,earthquake,12
4133,earthworm,1
4134,ease,9
4135,easier,79
4136,easiest,6
4137,easily,32
4138,easing,1
4139,east,45
4140,easter,11
4141,easterly,1
4142,eastern,7
4143,easy,196
4144,eat,363
4145,eaten,30
4146,eater,1
4147,eating,174
4148,eats,15
4149,eaves,1
4150,eavesdropping,1
4151,ebb,2
4152,ebon,1
4153,ebony,1
4154,ecclesiast,2
4155,echelon,15
4156,echo,5
4157,eclectic,3
4158,eclipse,10
4159,ecology,1
4160,economic,5
4161,economically,1
4162,economics,9
4163,economist,1
4164,economy,14
4165,ecosystem,1
4166,ecstatic,2
4167,eczema,2
4168,eddy,2
4169,edge,30
4170,edgewise,1
4171,edh,2
4172,edible,6
4173,edifying,1
4174,edit,62
4175,edition,21
4176,editor,15
4177,educate,3
4178,educated,3
4179,education,15
4180,educational,4
4181,educator,1
4182,eel,3
4183,eerily,1
4184,effect,38
4185,effective,12
4186,effectively,4
4187,effectiveness,1
4188,effects,18
4189,efficient,7
4190,effigy,1
4191,effort,41
4192,eft,2
4193,egad,1
4194,egg,68
4195,egging,1
4196,eggnog,1
4197,eggplant,1
4198,eggy,2
4199,ego,18
4200,egotistical,1
4201,eh,161
4202,eight,11
4203,eighteen,1
4204,eighty,1
4205,eisteddfod,1
4206,either,513
4207,ejaculate,1
4208,eject,2
4209,el,32
4210,elaborate,4
4211,elaine,4
4212,elastic,1
4213,elated,2
4214,elbow,6
4215,elbowed,1
4216,elder,3
4217,elderly,6
4218,eldest,3
4219,elect,13
4220,election,7
4221,elective,3
4222,electoral,1
4223,electric,14
4224,electrical,3
4225,electrician,1
4226,electricity,9
4227,electro,4
4228,electrocute,1
4229,electronic,6
4230,electronics,2
4231,elegance,1
4232,elegant,3
4233,element,7
4234,elementary,9
4235,elemi,1
4236,elephant,17
4237,elevate,1
4238,elevation,2
4239,elevator,8
4240,eleven,3
4241,elf,4
4242,elicit,1
4243,eligible,9
4244,eliminate,2
4245,elimination,2
4246,elite,2
4247,ell,1
4248,elle,6
4249,eloquence,1
4250,eloquent,3
4251,eloquently,1
4252,els,3
4253,else,333
4254,elsewhere,9
4255,elsewise,1
4256,elucidate,1
4257,elusive,1
4258,elves,1
4259,em,202
4260,emancipate,1
4261,embark,1
4262,embarras,4
4263,embarrass,2
4264,embarrassed,14
4265,embarrassing,14
4266,embarrassment,1
4267,embassy,2
4268,embed,9
4269,embellish,1
4270,ember,2
4271,embrace,7
4272,embracing,2
4273,emerald,4
4274,emergency,17
4275,emergent,1
4276,emetic,1
4277,eminently,1
4278,emir,4
4279,emissary,1
4280,emma,17
4281,emotion,20
4282,emotional,15
4283,emotionally,6
4284,emotionless,1
4285,empathize,3
4286,empathy,1
4287,emperor,2
4288,emphasis,2
4289,emphasize,2
4290,emphatically,1
4291,empire,10
4292,employ,3
4293,employable,1
4294,employed,2
4295,employee,14
4296,employer,6
4297,employment,1
4298,empower,2
4299,empress,1
4300,emptiness,1
4301,empty,47
4302,emu,1
4303,emulator,1
4304,en,31
4305,enable,4
4306,enablement,1
4307,enabler,1
4308,enact,1
4309,enamored,1
4310,encapsulation,1
4311,enchant,2
4312,enchanting,1
4313,enchilada,1
4314,enclosure,1
4315,encode,4
4316,encore,5
4317,encounter,8
4318,encourage,12
4319,encouragement,10
4320,encouraging,17
4321,encrypt,1
4322,encryption,1
4323,encyclopedia,2
4324,end,473
4325,endearing,1
4326,endeavor,4
4327,ended,90
4328,ending,45
4329,endless,7
4330,endlessly,1
4331,endorse,1
4332,endorsement,6
4333,endoscopy,1
4334,endurance,1
4335,endure,4
4336,enduring,2
4337,enema,2
4338,enemy,9
4339,energetic,2
4340,energize,1
4341,energizer,1
4342,energy,45
4343,enforce,1
4344,enforced,2
4345,enforcement,1
4346,engage,4
4347,engaged,11
4348,engagement,14
4349,engaging,4
4350,engine,19
4351,engineer,6
4352,engineering,2
4353,engrossed,2
4354,enhance,2
4355,enhanced,4
4356,enjoy,695
4357,enjoyable,14
4358,enjoying,150
4359,enjoyment,3
4360,enlarge,1
4361,enlighten,3
4362,enlightened,1
4363,enlightening,2
4364,enlightenment,3
4365,enlist,2
4366,enlisted,1
4367,enormous,1
4368,enormously,2
4369,enough,446
4370,enquiry,3
4371,enraged,1
4372,enrich,1
4373,enrol,1
4374,enroll,1
4375,enrollment,2
4376,ensemble,1
4377,ensue,2
4378,ensure,4
4379,enter,52
4380,entering,11
4381,enterprise,3
4382,enterprising,1
4383,entertain,28
4384,entertaining,37
4385,entertainment,20
4386,enthusiasm,10
4387,enthusiast,3
4388,enthusiastic,3
4389,enthusiastical,1
4390,enthusiastically,1
4391,entire,61
4392,entirely,18
4393,entirety,3
4394,entity,2
4395,entourage,4
4396,entrance,6
4397,entrench,2
4398,entrepreneur,1
4399,entropy,1
4400,entry,28
4401,envelop,1
4402,envelope,3
4403,envious,15
4404,environment,6
4405,environmental,6
4406,environmentally,1
4407,envision,1
4408,envy,47
4409,eon,4
4410,ephemera,1
4411,epic,95
4412,epically,2
4413,epicenter,1
4414,epicly,2
4415,epidemic,1
4416,epidural,1
4417,epilepsy,2
4418,epilogue,1
4419,episode,164
4420,epitaph,1
4421,epitome,1
4422,equal,18
4423,equally,11
4424,equate,2
4425,equation,6
4426,equator,2
4427,equip,2
4428,equipment,9
4429,equivalence,2
4430,equivalent,7
4431,er,39
4432,era,10
4433,eradicate,1
4434,erase,6
4435,erased,9
4436,eraser,1
4437,ere,8
4438,erecting,1
4439,erg,1
4440,eric,18
4441,erika,1
4442,erotic,4
4443,erotica,2
4444,err,19
4445,errand,8
4446,erroneous,1
4447,error,69
4448,erudite,1
4449,erupt,1
4450,es,22
4451,escape,24
4452,escapist,1
4453,escort,4
4454,escrow,1
4455,esoteric,1
4456,especial,2
4457,especially,166
4458,esplanade,1
4459,espy,1
4460,ess,3
4461,essay,39
4462,essence,3
4463,essential,7
4464,essentially,2
4465,establish,2
4466,established,5
4467,estate,12
4468,esteem,3
4469,ester,1
4470,estimate,2
4471,eta,2
4472,etching,1
4473,eternal,5
4474,eternally,2
4475,eternity,4
4476,ethel,1
4477,ether,2
4478,ethic,1
4479,ethical,2
4480,ethics,4
4481,ethnic,4
4482,etiquette,2
4483,eu,34
4484,euchre,1
4485,euphemism,3
4486,euphoria,1
4487,eureka,3
4488,euthanasia,1
4489,evacuation,1
4490,evade,1
4491,evanescence,1
4492,evangelion,1
4493,evangelist,1
4494,evaporate,2
4495,eve,13
4496,even,1270
4497,evening,149
4498,evenly,1
4499,evens,1
4500,event,151
4501,eventful,1
4502,eventual,1
4503,eventually,45
4504,ever,741
4505,evergreen,1
4506,everlasting,1
4507,every,450
4508,everybody,83
4509,everyday,88
4510,everyone,753
4511,everything,504
4512,everywhere,79
4513,evict,1
4514,eviction,4
4515,evidence,7
4516,evident,1
4517,evidently,3
4518,evil,71
4519,evilness,1
4520,eviscerate,1
4521,evocative,1
4522,evoke,1
4523,evolute,1
4524,evolution,3
4525,evolve,5
4526,ewe,1
4527,ewery,1
4528,ex,29
4529,exact,30
4530,exactly,212
4531,exaggerated,1
4532,exaggerating,2
4533,exam,306
4534,examen,3
4535,examination,1
4536,examine,2
4537,examiner,1
4538,example,32
4539,exasperating,1
4540,exceed,9
4541,exceedingly,1
4542,excel,3
4543,excelente,1
4544,excellent,100
4545,excentral,1
4546,except,150
4547,exception,12
4548,exceptionally,1
4549,excerpt,1
4550,excess,2
4551,excessive,3
4552,exchange,24
4553,excise,1
4554,excite,4
4555,excited,447
4556,excitedly,2
4557,excitement,30
4558,exciting,131
4559,excitingly,1
4560,exclaim,1
4561,exclamation,4
4562,exclude,2
4563,exclusive,16
4564,exclusively,2
4565,excruciating,2
4566,excursion,3
4567,excusable,1
4568,excuse,64
4569,executable,1
4570,execute,2
4571,execution,1
4572,executioner,1
4573,executive,7
4574,exempt,2
4575,exercise,41
4576,exert,1
4577,exes,1
4578,exhale,1
4579,exhaust,1
4580,exhausted,38
4581,exhausting,1
4582,exhaustion,1
4583,exhibit,4
4584,exhibition,6
4585,exhilarating,2
4586,exile,3
4587,exist,65
4588,existence,7
4589,existent,1
4590,existential,1
4591,exit,22
4592,exodus,3
4593,exorcist,1
4594,exotic,7
4595,expand,8
4596,expanded,2
4597,expanding,4
4598,expansion,2
4599,expect,159
4600,expectation,1
4601,expediter,1
4602,expedition,2
4603,expense,13
4604,expensive,102
4605,experience,122
4606,experienced,4
4607,experiential,1
4608,experiment,14
4609,experimental,3
4610,expert,20
4611,expire,7
4612,explain,82
4613,explaining,9
4614,explanation,12
4615,expletive,1
4616,explicit,5
4617,explicitly,1
4618,explode,16
4619,exploded,4
4620,exploit,4
4621,exploitation,1
4622,exploitative,1
4623,exploration,3
4624,explore,13
4625,explorer,8
4626,exploring,8
4627,explosion,6
4628,export,7
4629,exportation,1
4630,expose,2
4631,exposure,9
4632,express,19
4633,expressed,1
4634,expression,12
4635,expressly,1
4636,exquisite,1
4637,extend,9
4638,extended,8
4639,extending,1
4640,extension,8
4641,extensively,1
4642,extent,5
4643,exterminator,1
4644,external,11
4645,extinct,4
4646,extinction,1
4647,extinguished,1
4648,extinguisher,1
4649,extra,117
4650,extrabold,1
4651,extract,3
4652,extraction,2
4653,extracurricular,1
4654,extraordinary,7
4655,extraterrestrial,1
4656,extravagance,1
4657,extravagant,1
4658,extravaganza,5
4659,extreme,13
4660,extremely,31
4661,extremist,1
4662,extrovert,1
4663,ey,4
4664,eye,296
4665,eyeball,4
4666,eyebrow,12
4667,eyed,15
4668,eyeglass,1
4669,eyelash,3
4670,eyelid,4
4671,eyestrain,1
4672,eyre,1
4673,f,95
