ItemID,Sentiment,Tokenized
20367,0,suck back sew burnt
20368,0,feeling bad right wish u beside hugging crying alone stupid cruel boy
20369,1,good
20370,1,ya ya time waste kind amazing seemingly simple idea turn big
20371,0,yeah saw last minute game like party like hour
20372,0,try sad
20373,0,yet back run text ring later
20374,0,agree done nothing day
20375,0,really think make pit stop ur journey
20376,0,shame boud waiting hungry
20377,1,want rocky raccoon
20378,0,love song make watch walk remember watching j k bedroom
20379,0,pool getting tan still need buddy everyone gone summer
20380,1,pool gorgeous day
20381,1,pool w gab excited sexy husband taking date tonight first date long time
20382,0,shop today want sit shop afternoon guess happen ur hair stylist ur dad ugh
20383,0,social security office ask
20384,1,mother show dont tell anyone
20385,1,drive already hyper work oh long night tell already
20386,0,summer home n peaceful n pleasant even cloudy n cold
20387,1,trampoline
20388,1,venue ladies
20389,0,wedding rehearsal hate part
20390,1,zoo w today
20391,0,know phone back yet
20392,1,admit talking awesome own
20393,1,send
20394,0,damn job fair voice half way gone cold hope get job ba
20395,1,see warm day
20396,1,master manager
20397,1,good idea think
20398,1,celebrate alive think ill take little nap
20399,0,next time sorry
20400,0,back bypass drive carefully drink water
20401,1,hi thanks following follow back
20402,0,u ruined surprise
20403,1,poor warsaw look ugly
20404,0,cannot use twitter phone also herd u phone bummer limited also bummer
20405,1,drunk driving ho sign
20406,0,victorium amazing know would love bad
20407,0,wit money
20408,1,seriously week tho
20409,0,well fun sewing let know get unfortunately think time right space
20410,1,wet willies
20411,1,ever like true blood read book way better
20412,1,house fun
20413,0,love new dress need work clothes afford shop
20414,0,work
20415,0,work day job
20416,0,work
20417,0,work sick sick work
20418,0,work soon holiday
20419,0,work whether quit drinking sonic
20420,0,work hope everyone else dong better
20421,0,work someone come make smile
20422,0,work wish outside take break soon
20423,0,work rain day day darkness
20424,0,work bore
20425,1,guess confessing quite often haunt lot actress actually
20426,1,x
20427,1,also best artisan maker sure correlation never know
20428,1,always pleasure wonderful day
20429,0,love window hate get connect wire
20430,1,found
20431,1,hail infallible
20432,1,like summer
20433,0,yep thats stayed sorry dont site music free
20434,0,hopefully next vote turn previous one
20435,1,coming soon waiting beta send back might post wait much longer
20436,1,happy twitter birthday message
20437,0,dinner another time never check phone way home checked sat ass
20438,1,looking forward following journey endeavor
20439,1,get easier see picture hope good day
20440,0,yeah let went outside find rufus laying front yard bleeding fur hanging sad
20441,1,yes
20442,1,awful laugh though
20443,1,thanks
20444,1,get follow day use add everyone train pay
20445,1,guy hug
20446,1,good luck thing calm movie try
20447,1,good thing indoors coz dont dont like hawk
20448,1,cool think eagle like cat
20449,0,wish could keep far though
20450,1,eagle owl wont find
20451,1,kay excited
20452,1,yeah think conspiracy especially know going always keep use
20453,1,thanks happy birthday
20454,1,said better get ray
20455,1,start yet showing ad
20456,1,got used whole weekend
20457,0,got quit following update day much cause miss sorry
20458,1,good luck stay strong
20459,0,bra comment retarded web
20460,1,thanks well wish slept beautifully
20461,1,
20462,1,tell tell tell everything
20463,1,come
20464,1,
20465,1,yes yes calm ladies sure send drink
20466,1,u know thing love u u always reply ur fan tweet like idol sorry
20467,0,aw mush hope u feel beta soon though go u bar
20468,0,
20469,0,yes sorry miss message
20470,0,need goggle steam
20471,0,maybe took one look said girl
20472,0,believe watched without
20473,0,pretty good yes agreed worst room ever life
20474,0,campus safe say make lots money
20475,1,get mind gutter freak
20476,0,iced coffee coffee roll heaven earth going miss much summer
20477,1,u whole afternoon read process wait u whole week maybe even month
20478,1,wow rolling stone tram restaur lucky girl
20479,0,difficult decided try five
20480,0,know made sniffle
20481,0,tear shed
20482,0,take back
20483,0,lady crying photo album feel sorry
20484,1,good morning good evening guess evening great day
20485,1,done agency got presign pic back trying via time
20486,0,sorry hear anything specific x
20487,1,believe made back got see kyle thought would never happen
20488,0,
20489,1,fun echelon
20490,1,dont freak dont talk stranger n dont trust one air port u fine
20491,1,trial could go torrent full
20492,1,could indeed look seeing got mem stick back text since exam
20493,1,think bad dont jynx right need go days
20494,1,drown psychosocial
20495,1,feel guilty
20496,0,text focus stay friend advice gather theres stuff going feel bad yesterday
20497,0,potion hear ya good food ever thing worth promise
20498,0,work sun today bit miserable
20499,0,work great weather working sad listening day
20500,0,work hope time run faster boring today
20501,1,work productive happy
20502,1,work wait till going ga pop day
20503,0,work crazy busy today patient r someone pass away god bless
20504,1,work dream mountain tire riding
20505,0,work exhausted late night yesterday nap time
20506,0,work feeling know problem tired mind mess
20507,0,work late sure anyone know mention hate hate plus hour crap
20508,1,work laughing ass year old woman dancing ass drop give wide open
20509,0,work loving cloudy day want real hard core cant see umbrella rain hospital c work
20510,0,work one soul sad dance highway danger zone
20511,0,work really want need wish world little bit fair wait till shift
20512,0,work rainy day tired sick
20513,0,work sat
20514,1,work hey everybody love money
20515,0,work colleague heart attack hospital right
20516,0,work till
20517,0,work till
20518,0,work tired dont want need final
20519,0,work w stomach ache song day
20520,0,work anxiety today want lay bed n watch
20521,0,work nothing
20522,0,work
20523,0,work ready get night working oh suck
20524,1,work bed great
20525,0,work day far anyone much tonight
20526,0,work definitely lost voice sexy voice
20527,1,work reachable mobile
20528,0,work
20529,0,work wishing play golf
20530,1,work cough congested fighting cold ready go back home bed perk bed nope keep sexy girl
20531,0,work run block wont get caught rain good thing left umbrella work wore sandal
20532,0,work without
20533,1,work totally hate want go
20534,0,work make sick
20535,0,work homework break summer thanks
20536,0,work already beach somewhere sad face
20537,0,like enter button arrow key longer update post
20538,1,weather phone way
20539,1,meant watch girl known ha ha
20540,0,still storm well yet
20541,0,know use data turned
20542,1,taken picture
20543,1,cool background
20544,1,feeling awesome
20545,0,like idea going cinema
20546,1,great undoing wallet crying bought new one
20547,1,hey mo
20548,0,lame watch total fail anyways good night buddy
20549,1,good site
20550,1,would college library city library probably
20551,1,look expensive state people get boat car maybe need new monitor
20552,0,yeah go home still school
20553,1,cheeky boy see music might able get around
20554,0,sorry hear loss
20555,1,good busy day bye
20556,1,
20557,0,good thanks got work soon tho
20558,0,ouch
20559,1,u well
20560,1,hello remember how going
20561,1,grain farm love job take
20562,1,thanks follow quite informative root guy
20563,0,following tweet disturbing enough awful photo posted
20564,1,could also cook tasty food chocolate
20565,0,number one source web traffic
20566,0,want buy punnet age nothing store blueberry
20567,0,show soon came back find miss u guy
20568,1,absolutely love love love love guy glad went thanks coming pa
20569,1,well help lot go watch scary movie something
20570,0,miss
20571,1,gosh yeah almost forgot hundred percent sure tho work stuff
20572,1,think might never hear thing weirdly
20573,1,hey concert jane direct message
20574,0,always say next year year guy amazing miss
20575,1,really cool
20576,0,never ever able make feel worse ever good job
20577,1,
20578,1,yeah theres point like stuff could fix photography id like sleep think
20579,1,us new camera
20580,1,see take care
20581,0,wish
20582,0,hope
20583,1,like six around house get come keep
20584,1,black get back true hair like blonde
20585,1,light switch cause walk past turn
20586,0,apply really afford apply
20587,0,yeah hearing hopefully get home midnight got today
20588,1,watch movie chat listen music read book eat good choice
20589,1,thank pimp hell mac teal
20590,0,sore throat
20591,1,hah awesome
20592,1,good thing think
20593,1,correct
20594,1,cheeky monkey
20595,1,least today relax going maybe watch tonight
20596,0,always want read awesome stuff
20597,1,nudge
20598,1,know ha u invite often
20599,1,liquor henny lemon honey
20600,0,yeah think gut u tonight
20601,1,long haired boy thing
20602,0,
20603,0,deductible rather large
20604,1,already following maybe follow
20605,0,bloody depressing stuff see hatred got put latest video interview
20606,0,sad
20607,1,
20608,1,follow cause sexy
20609,0,sorry par
20610,0,get abandon us miss
20611,0,know bad timing really wish could
20612,0,alright milk trick
20613,1,love spending time well darling
20614,0,hell going try take back
20615,0,amen
20616,1,night cute k love frog
20617,0,twilight watch cousin moment tear bore
20618,0,girl confirm apartment taken someone else
20619,0,works today worst could happen tell feel
20620,1,perfect husband
20621,0,cant wait go home
20622,0,wrong feel better
20623,0,yeah else dont know u got wide eye innocent stare know wha
20624,0,yeah travel like used either
20625,0,sorry able make party company business trip week
20626,1,
20627,0,wat u art
20628,0,awesome damn fast billion fail ad
20629,0,test positive
20630,1,thanks nothing
20631,1,nice trance going love say hi
20632,0,flu exist
20633,0,like many other update access phone useless
20634,1,happy day
20635,1,monkey retarded monkey still look like apparently
20636,0,frustration work little reply arrow missing
20637,1,pa tu un twit waiting return order translate show
20638,1,hope day get better
20639,1,jade
20640,0,think lame
20641,1,picture seen today cat
20642,1,moment go excuse visit vet
20643,1,obsess
20644,1,never last look positive quot cheer
20645,0,oh one today quite stomach work till much today
20646,1,ever reply offend
20647,0,yeah gotten guess love
20648,0,many easy achievement maybe
20649,1,bene
20650,1,hey thanks following
20651,0,like last constantly choosing rubbish model want
20652,1,thanks shall find listen
20653,0,tee
20654,1,really hope could join ah well next time sure little great time
20655,1,show
20656,1,sure fine worry cross finger
20657,1,hey play summer girl stereo thanks
20658,0,get chum one problem listen cant get
20659,0,nut woke early find listen day
20660,0,calling contest one answer
20661,0,give try try every time nothing ever happen usually quitter case might
20662,0,past phone ring lucky blockhead
20663,1,summer girl please
20664,1,gone next
20665,1,ha wonder comment
20666,1,cool thanks although course following sorry guy feel bad
20667,1,love money know people disagree think love need make happy
20668,1,bended knee boy men absolutely love think song sweet perfect romantic dinner
20669,1,trey trey trey
20670,1,true love true love comes lifetime
20671,1,green tea pineapple u
20672,1,thanks guy ur show hot
20673,0,adorable look try link dude
20674,1,play poker stuff thought
20675,1,like morning show
20676,1,sir fantastic approach thank
20677,1,yes even throat hurt little
20678,0,seem working
20679,1,page scroll little
20680,0,take good care got us worried present
20681,1,guy sweet doctor jack guy killing
20682,1,need frightened bad
20683,1,great idea royal tea someone told new west unusual b c many family apt dweller
20684,1,piss blair usual bake
20685,0,broken update part need fix impound customs
20686,1,thanks
20687,1,thanks dear
20688,1,yeah love scream like cool catchy
20689,1,reckon beat raw cabbage eat lots wonderful swore raw onion
20690,1,sweet thank view window mention
20691,1,swine flu victim unite
20692,0,idiot got
20693,1,train thanks
20694,0,
20695,1,oh steal anyone mine like
20696,0,love n live
20697,0,horrible l abuse twitter right block
20698,0,self discipline
20699,1,look like na fun
20700,0,miss
20701,1,
20702,1,lucky fun
20703,1,going opening act tour hope artist need
20704,1,yep
20705,1,hey thanks tip go see edit thanks cool last name
20706,0,wat fell soccer hurt wat u
20707,1,absence figured u either got busy bore good see back
20708,1,get follow day use add everyone train pay
20709,0,gurl mad
20710,0,left house late get
20711,0,get yo tail wish slept till mac
20712,0,hate
20713,1,would go see knew hell u
20714,1,glad came hot tub full boy wanting get naked idea fun night unless
20715,0,yes please dream come true l met boy met kiss hand lucky man
20716,1,also ask sale certain would love detail
20717,0,mad
20718,1,relieved thank
20719,0,yeah better really good job
20720,1,please
20721,0,yeah went brown last longer like black
20722,1,odd goal life love accent though hot reason
20723,0,know guy
20724,0,already lonely
20725,0,look old birthday soon
20726,0,make feel greedy
20727,0,never take opinion seriously done fancy media course
20728,0,make sad
20729,1,well thank positive word hopefully us find sleep tonight crazy
20730,0,know love tell hate take
20731,0,darn account
20732,1,yeah good thanks sorry random add look much like friend weird good day x
20733,0,suck welcome back tho
20734,1,hope pass flying colour
20735,1,bird watching
20736,0,canada ran time
20737,1,laugh listening prop
20738,1,speak
20739,0,hey school tomorrow thank god miss cat today oh sad miss
20740,1,aw shucks well ahead game get cast right think neck
20741,1,fine season winding summer get go florence next week syndrome come
20742,0,figured knew kept brief period hope miss
20743,1,lucky sleep well hug chappie
20744,0,know sad
20745,1,oh chuck without could without big mike need lots
20746,1,dan back think get us cabana free
20747,1,u edit article really best
20748,0,want subway
20749,0,well glad call great day
20750,0,get say let hangout leaves
20751,0,oh sad home want come see work
20752,0,sigh well love go need hunt would like come eye brighten
20753,1,get baseball rose
20754,1,laugh like winning
20755,1,hey lady working last minute seating chart head count still plan making
20756,1,real jo
20757,1,maybe could something want
20758,1,see told print map look tram use
20759,1,apparently hah
20760,0,came back damn hope well rate miss
20761,1,oh well guess ya keep save one
20762,0,hopefully actually like living hell right like hope
20763,0,head feel like explode eye ache make sense really warm still
20764,0,seriously time ever sunny working
20765,1,wish either miss hop jet come see
20766,1,celery yeah one shall din din feel pathetic come term
20767,1,please team w rock
20768,1,guy sweet thank much love blessing must great woman god
20769,0,really go game year
20770,1,anything tequila always fun miss
20771,1,love much coming leaving next
20772,1,big
20773,1,must patience saint
20774,0,ticket late night jimmy able come show
20775,1,good luck chill bit looking work din
20776,1,yeah kath tell pa month na ah bang froze silence right job hunt
20777,1,hey saw follow list think mistake know anyone else
20778,1,change picture time
20779,0,sorry gap toothed boy
20780,0,oh sound terrible
20781,1,right win
20782,1,must buy
20783,1,
20784,1,absolutely
20785,1,average height wear average size school nursing lioness hope cat went sleep
20786,0,past couple busy ask put em close writing one say
20787,0,thank u know feel right literally feel sick stomach
20788,1,yeah
20789,1,hi nice meet
20790,0,ha even drink drive feel bit
20791,1,
20792,0,glad hear made sorry snow
20793,1,would one awesome ladies
20794,0,dumb head miss week ill hug crush
20795,0,need quit laundry tonight
20796,1,feel good play venue phoenix
20797,0,terrible look
20798,0,see band one better one come across today actually like guitar play
20799,1,heck thought exactly
20800,0,nope sorry wish
20801,0,said bitch
20802,1,want win best song movie other dont compare love climb
20803,1,good luck history people
20804,1,
20805,1,alright going laugh comment burst laughing hysterically
20806,1,good night
20807,1,oh saw tweet last night ask sweet fine video chat
20808,1,oh awesome
20809,1,nice recently went wedding beautiful scenery
20810,1,still waiting want push oh hey
20811,0,left without
20812,1,your funny
20813,0,need specific version fully probably beyond hacking
20814,0,bastard give back tho happy pay expect like
20815,0,
20816,1,good love got mind bit order ready kick ass
20817,0,sorry lateness need beauty sleep working wish catching ray u
20818,0,born leg problem knee bar put femur cat
20819,0,well nightmare hair time
20820,1,different u learn u love
20821,1,
20822,0,neither
20823,1,hey like love real
20824,1,hi
20825,1,deep breath maybe shot whiskey every
20826,1,plus baby impressive
20827,1,must hit growth spurt
20828,0,feel bad
20829,0,want sum
20830,1,dont forget tissue
20831,1,made twitter
20832,1,
20833,0,less hour
20834,0,oh interesting busy day live coming come live near
20835,1,
20836,0,come work piss
20837,0,tien
20838,1,love much could possibly cover baby cheer babe
20839,1,enough twilight refer
20840,0,hemorrhagic gastroenteritis seem miss
20841,0,death miss come usual orgy love ya hug
20842,0,kill miss peach pussy need orgy like
20843,0,yeah excited guess sure yet getting hope higher
20844,1,wow rock man
20845,0,first season disk two computer never saw order amazing
20846,1,nothing ashamed wedding every dream
20847,1,good
20848,0,dont think father would approve getting passport care difficult
20849,0,thats traffic jam walker going faster car feel pain done
20850,0,look apple store chunky
20851,0,need move laker flag place kill see one saw today
20852,0,yeah say pretty shock hear rob hope doesnt come
20853,1,sure
20854,0,rough time moment
20855,1,oh young dating remember well exciting
20856,1,thanks
20857,0,exam morning
20858,1,always turned coontail kill like spike though
20859,1,nice love u
20860,1,like mile ya
20861,1,ha know wreck
20862,1,morning sweetie yes fine welcome yeah party great day
20863,1,please follow
20864,1,awe awful glad feeling better help recovery great met guy today
20865,0,indeed decided would interesting tough look dumb cute think worse
20866,1,always welcome
20867,1,wow thats good know chopped
20868,0,thanks
20869,0,dont want go shanghai miss loser
20870,0,mala mi lama go sake
20871,1,thanks recommendation
20872,1,
20873,1,ha ha ha leeches close say
20874,0,abb got next
20875,1,like yet seen discuss thing want test still working memory removal wand
20876,1,cute hopefully reference part genetics blame dad
20877,1,think still one one six year though law taken account
20878,1,stop booth go chocolate
20879,1,cool want take look tell think
20880,0,teenage home supposed license touch
20881,1,hopefully seen
20882,0,go go ahead quiz sri
20883,0,hope win think
20884,0,sent demi message didnt reply mile sent message lily didnt reply
20885,0,she coming ticket go sale think
20886,1,night one
20887,1,glad added
20888,0,look like keep yo hand jar done heart
20889,0,wish wasnt mad
20890,0,miss everyone tonight
20891,1,know thinking behind bike shop name way sweet story
20892,1,type keep insulin eat healthy also work allow lower insulin
20893,1,living
20894,1,hat fit
20895,1,security issue easy solve believe open source sha hash easy pie secure
20896,1,thanks check think word limit comment would love feedback
20897,1,well sound like pretty good testimonial could manage feed please
20898,1,kind
20899,0,oh well
20900,1,sitting value would nice know
20901,1,kind
20902,1,think rule win flip give away good morning
20903,1,negative add archetype make greater fascination
20904,0,never one delicious breakfast wrap um
20905,1,remember one damn good
20906,1,sweetie gorgeous girl always confident appreciate every part
20907,0,site keep crash browser
20908,1,
20909,0,miss live last night hope tonight hit cutie
20910,1,
20911,0,u r right go
20912,1,
20913,1,hey hi lill princess
20914,0,holy cow careful take risk
20915,1,still yeah yeah yeah hey song cant sit still
20916,0,also like u u r sweetheart tha harm u r far away
20917,0,thats enough
20918,0,come back
20919,1,really happy hear u think bout tha nice guy smile ear ear
20920,0,seem like u terrible day sweetie
20921,0,lap work today
20922,1,something party check tweet
20923,0,think try power though
20924,1,ha true
20925,1,sorry keep forgetting call tomorrow
20926,0,suck thought got
20927,1,sorry product design subject ever happy x
20928,1,love breakfast
20929,1,hope watch tomorrow
20930,0,took phone back dont number cant text he get mad
20931,0,wow thought pretty tight get ill get
20932,1,love profile pic miss hope holiday
20933,1,back love
20934,0,really sorry sad call cod death right nothing
20935,1,thanks get one pet bird new one
20936,1,trying help get pretty new shoe glad like eyre affair
20937,1,happy day
20938,1,ask nicely offer pay extra sometimes nice agree ship
20939,0,wrong
20940,1,thank
20941,0,know anything confused wish could tell someone sure
20942,0,soaking ray math geek
20943,0,send way hope works good luck
20944,0,tired walking like ten minute
20945,0,fair mine sis party n cinema
20946,1,think surname hint future bout path
20947,1,looking forward hearing say country
20948,1,nice glad posted turned tweet
20949,0,oh hate work hour today utterly crap miss everything forum min break
20950,0,oh thanks afford train let alone ticket
20951,1,
20952,1,exam go mine went x
20953,1,book
20954,0,way brother used see time rock get work guy
20955,1,like mother right right yes theyre already refer good
20956,0,laughing gosh talk season two long
20957,0,want show u pic think good idea
20958,0,big distance us thats really mean
20959,0,usually free time must also work theres lot fix tha flood
20960,0,forecast say tomorrow r possible
20961,0,yea right
20962,1,yep might even throw aluminum back plate well hope
20963,0,dag
20964,1,seeing twitter always make day better
20965,1,long body continuously paralyze ur asleep u cool sleep walking whatever
20966,1,looking hard dick sexy chick
20967,0,much get get eat stomach
20968,0,working turn k
20969,0,yeah tho showing tweet like min type flooding going slow bad sign maybe
20970,1,miss show today girl hold ever girl busy yak wish could
20971,1,money back lose weight full refund
20972,0,want summer already weather really brighten mood
20973,0,great expect done think
20974,1,thanks following
20975,0,finally feeling better
20976,0,tragic life forced work drug abuse retired slaughterhouse dog food
20977,0,oh got got would want watch
20978,0,good wait voyage farewell
20979,1,thank
20980,1,good move tell
20981,1,oh good dog
20982,1,got birth prep spray pillow never miss em
20983,0,hey girl idea like twitter twitter crazy
20984,1,welcome twitter
20985,0,locked wait ill gibe u push up
20986,1,still show great bet
20987,1,saving ur week
20988,0,sad duty tomorrow baby day miss love
20989,1,rain today glad
20990,0,miss show
20991,1,interesting fact share birthday
20992,1,better
20993,0,thought show w amnesia could funny mean
20994,1,yeah course
20995,1,hope good day far
20996,1,comedy club near gorge new pic x
20997,1,let
20998,0,cuddle someone get right permit something
20999,1,would like bring another chocolate bar hypothetically speaking course ha
21000,1,totally love right let riding partner
21001,1,laugh ass kept put foot face start though really channeled inner
21002,1,tell show went
21003,0,week
21004,1,take
21005,0,know mean right house whole shaking how x
21006,0,know
21007,0,n n
21008,1,thank follow
21009,1,thank kind hug angel
21010,1,move grand check comment two ur truly
21011,1,didnt even know week actually finished e book today morning
21012,0,like
21013,1,call tomorrow though sure
21014,1,hello glad good time
21015,0,today mess
21016,0,people saying like year something really worried said stop touring
21017,1,baby great dreamy classy place prepare mistress
21018,1,oh ur sister look alike
21019,1,actually ha ha
21020,0,please tell he moving thing
21021,1,shipping june
21022,1,think way journalist nowadays looking forward chatting away
21023,1,thanks yeah found coin happy
21024,1,pretty much scare alien stuff look nice
21025,1,well x day
21026,1,come see boy get game
21027,0,saw site sad pic beautifully though amazed camera u used
21028,0,guess ur back home la u good time u like food hate
21029,1,thats he god best spell name right
21030,0,sigh fine dont talk
21031,1,oh right could
21032,1,really convinced
21033,1,thanks darling
21034,0,must
21035,1,thank see long take finish damn thing
21036,0,doesnt anyone wake early
21037,0,though want learn guitar
21038,1,level best yes need get fully
21039,1,quiet time w r wakes
21040,1,miss husband
21041,1,interview one kind put guy
21042,0,lax unfortunately wound paying
21043,0,scone fair like
21044,1,thanks much wut need
21045,1,little strange partridge start fancy stuff
21046,0,still tho also b kyte catching latest news jay
21047,0,ate
21048,0,say need hear sooner later unfortunately
21049,0,yah agree
21050,0,
21051,0,know missing release allow wee teaser wait whole week half
21052,0,think lost memory
21053,0,help persuade teacher let fly back
21054,1,devil twitter
21055,1,taught everything know
21056,0,going stream live via storm cooper
21057,1,join party check profile pic
21058,1,hi following
21059,0,could break really want
21060,1,thanks following
21061,1,rock song life crap car road pure rock pure joy pretense
21062,1,follow
21063,1,cool trainer answer yes power design strong
21064,1,edge tweet working project hope
21065,1,big improvement way
21066,1,day robin seen completely true simple n sweet word
21067,0,wish one new york
21068,1,finished book gift starting new today
21069,0,know story work open
21070,1,lucky
21071,1,r u serious come wait excited
21072,0,sound good right serve gym today
21073,1,ut addict careful nice day
21074,0,still jet lagged tried usually help get away
21075,0,least look forward really love show
21076,1,beautiful view
21077,0,love sam cancel
21078,0,glad u great time r home safe sad also great day
21079,1,must enjoying stay without
21080,1,hi would u nice enough follow
21081,0,sad cancel one favorite show still understand bummed
21082,0,hope bottom k u write back fan like pull teeth star fan
21083,1,love beautiful place great food market go early great
21084,1,really hope show stays watching
21085,0,really hope another network pick love show always cancel great show
21086,0,hope u time u could send many question cancel gene test twice scare
21087,0,excited watch sad see show end sad pouty face
21088,0,psych going show unaired episode still wish would bring back
21089,1,nice view difference huh
21090,0,oh thanks love wait watch sad cancellation
21091,0,really super cant wait final episode suck badly let winning show go stupid
21092,1,pick goddess statue figurine beautiful like
21093,0,please let take air
21094,1,tweet
21095,0,mean come back
21096,0,upset cancel show great bad move network
21097,1,sound like bliss enjoy
21098,0,still sad
21099,1,great fast way better
21100,1,back us
21101,1,stayed speak
21102,1,thank u check lump found one got lucky benign much u
21103,0,many knot like learned lesson hair cut quiet
21104,0,known one airport next one say sure hope u got flight
21105,1,
21106,0,biggest challenge dad much compassion matter try match
21107,0,terrifying hate seat
21108,1,yet movie yeah chill time even trip
21109,0,yeah used speak drift well weird angle look really immature
21110,1,question answer think pay
21111,1,make make easier add reply u need type much know epitome laziness
21112,0,birthday year
21113,1,got syntax message got little splinter got
21114,0,know song like move dance awesome dance thing last night miss
21115,0,sadly went one day see much ticket went next sold
21116,0,serious finish everyday
21117,1,use refresh
21118,1,rio g b
21119,0,thanks sneezing much head hurt
21120,1,actually feel sick
21121,1,going la one seeing u
21122,0,yeah feel
21123,1,yep time seem fly mar days away
21124,0,sorry miss yesterday like lazy sloth glad dead way
21125,1,welcome cheating tweet really creative
21126,1,oh anniversary hurrah congratulation fun u want go holiday
21127,1,yes read good know
21128,1,chal ho tum full cricket weekly mein hi
21129,1,hah play violin age study music good jealous
21130,1,guess idea
21131,0,oh suck babe
21132,1,really cute go
21133,1,chang
21134,0,make good juice never drink cranberry juice
21135,0,sadden miss think pop oak hill though camp year
21136,0,drinking age come stay home
21137,0,
21138,1,use function
21139,0,thanks idea unfortunately work computer need use program
21140,0,bad live closer
21141,0,know right everything hurt especially shoulder blah reason bottom foot
21142,1,fun long hunt want come school
21143,0,u need move ill take custody strict like missy
21144,1,know laugh head
21145,0,mu stopped age bad hate
21146,1,one quantity times sometimes want quality hand craftsmanship
21147,0,read thought useful promptly everything read guess sense
21148,0,going watch
21149,1,maybe put background
21150,1,quite better
21151,0,
21152,1,make happy
21153,1,jealous happy time squirrel please laugh miss
21154,0,totally wished went tango
21155,0,oh dear sorry hear
21156,0,ah well complain mean money want look another job
21157,1,gone wait minute
21158,0,yeah already applied couple one really want got keep finger crossed hate job hunting
21159,0,early
21160,1,problem good morning brilliant day
21161,1,bitch went
21162,1,thank great day far looking forward relax rest evening eating cake
21163,0,evil sure rub
21164,0,sorry love
21165,1,know right he lover
21166,1,nothing much
21167,1,
21168,1,bottle going
21169,0,say saw something today suspended time sorry chime
21170,0,oh baby ur life besides course
21171,1,
21172,0,well bitten morning blooming insect garden
21173,0,man prison break got fast year
21174,1,grits still love ya though friend
21175,1,well done far sure last
21176,0,tried mad torrent bought install file town reason look though
21177,0,make go away
21178,1,day tomorrow right think thats call send message later good walk
21179,0,think help who sending crap sound upset poor
21180,0,got voice
21181,1,smirk bad suffer dark
21182,1,friend tell people friendly think friendly
21183,1,oh hi want
21184,1,oh one thing pounce hug
21185,1,ugh film
21186,1,yes know wear thong underwear thong stupid word
21187,1,read look picture
21188,0,feel better major sinus infection right suck feeling good little happy dance
21189,0,diet twitter making damn hard want pancake
21190,1,
21191,1,recap see
21192,1,maybe little duckling ready leave nest
21193,0,mad us
21194,1,mine
21195,1,addict
21196,1,behind update like going
21197,1,experience wont happen last season series suggest u better get used reading
21198,0,think never watch another episode bone
21199,1,much going food talking steamboat
21200,0,yeah know unfortunately human become saw movie w geek bill gate b geek
21201,1,yes awesome friend literally nervous end even though knew song coming
21202,1,
21203,0,nope work l anything either
21204,1,cool
21205,0,really much easier see reply mutual follow one chang
21206,1,try thing find v useful recommend good local folk like
21207,1,ticket win
21208,1,say think u
21209,1,eat porridge havent anyone eating except friend
21210,0,u already know
21211,1,
21212,0,aw miss got home
21213,0,u sure dont show mo
21214,1,week
21215,0,joke please cum looking n beat
21216,0,took personal nice stuff
21217,0,didnt get chance say bye left
21218,0,oh hate little sucker help itch put something cold wonder purpose serve earth
21219,0,probably one mine removed even though artist permission
21220,1,sweet link
21221,0,long story cut inch
21222,0,looking petit fox bring back doubt sad blame barton bitch
21223,1,good
21224,0,exactly sexy
21225,1,love current get tapioca pearl kick coffee
21226,0,stole cola lolly today gum middle gone even like
21227,0,oh serious look yesterday let hope goes better baking
21228,1,u take one team right
21229,1,heart ra hope ur enjoying
21230,0,miss u u mad
21231,1,family girl love u guy smile
21232,1,think found one
21233,0,thanks tell help need
21234,1,thanks
21235,0,make final
21236,0,yeah bit loose end sure rocky quite
21237,0,good way ruin perfect body baby love hope sleeping good
21238,0,missing
21239,0,aw hug rag oh boy wait
21240,0,selfish fink ass try hook u never appreciate u u
21241,1,always
21242,1,best country would love bring
21243,1,lost
21244,1,suggest genre maybe like maybe wont worth exploration anyway
21245,1,friend sound excellent especially since food around
21246,0,play tomorrow want unfortunately get
21247,1,thanks cousin cut hair good job doll though
21248,1,another happy birthday wish
21249,1,good morning sweetie
21250,1,well keep coming captive audience
21251,1,daddy get get kindergarten graduation
21252,1,ging es
21253,0,mad wasnt
21254,1,good luck anyway
21255,1,weirdly good naming film despite seen like puzzle
21256,0,yeah pretty much suck hope looking giving plenty hug
21257,0,poor e
21258,1,go n cud go obe close
21259,1,electro admit crazy
21260,0,sorry know everyone twitter
21261,1,hey josh thanks follow back keep safe tweet later
21262,1,welcome twitter lazy like update occasionally j k love ya
21263,0,season sorry ur previous update sis happy
21264,1,hey great twitter made day
21265,1,hey yeah u look sexy like u u smile anyway want ask u ever run school
21266,1,hi want say amazing weekend asylum fantastic meet u rest gang
21267,1,hope ur great time next time come wale
21268,1,twitter got whole lot better welcome world tweet
21269,1,welcome twitter big fan sam dean
21270,1,welcome twitter happy tweet
21271,1,yes pull sexy look
21272,1,always sexy
21273,0,wish could afford come la everyone seem want visit west coast
21274,1,compliment good
21275,1,thirteen year good open wish people open prob aye good
21276,1,thanks compliment although one drunk pic questionable wait
21277,0,want stuck awesome
21278,0,want bold way dang much
21279,1,great waiting week exhausted
21280,1,hooked ya highness
21281,0,degree intense sun wind
21282,1,trust say much better go experience new thing like
21283,1,morning tackle armhole prob may solution tape update
21284,0,heat
